variable,coefficient,file,species,model
biotic_suitability,-2.636524366496876,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.24933349936167845,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.6317621382403256,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC1,-2.98136081139059,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC1,0.51445440486343,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.08302136702517292,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC2,0.5236050284706956,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.056725667146543486,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC2,-2.107551818198382,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.06944997027259948,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.16536400786794736,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC3,-2.7177367992571195,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC4,4.378718464563937,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.16117646789565063,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.45610066057823845,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.25010272032246483,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.2864859518185687,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.359347250930556,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.4862071174657372,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.16315918918289318,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.6697104379575098,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,3.749586206766998e-5,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.22329211718559347,Amphiprion_akallopisos_Combined_iter002_model.rds,Amphiprion_akallopisos,Combined
PC3,0.011540231601182489,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.3528179417529508,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.01360474189935484,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
rugosity,1.9949330379425012e-6,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.8818160185553072,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.8074538531435584,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.9043223734279084,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC1,0.06818214089207257,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC2,0.3586817904968477,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC2,0.14692432295527152,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC3,-1.561328240983703,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.15978308372984873,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC4,-6.62090237200639,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.446111435419193,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.25190772499484115,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.03502477281656759,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.54734519151724,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.048706371409954874,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.7664730063401275,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.4126085954554795,Amphiprion_akallopisos_Combined_iter003_model.rds,Amphiprion_akallopisos,Combined
PC2,-5.741490869585455e-4,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.22665328344695748,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.9910398197113685,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.6169202811371749,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.10323140071721333,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC2,0.05505063104294835,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.3458791692560548,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.10044961354873355,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
rugosity,2.972135470568903e-6,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,-3.338095977599652,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.27443171460015947,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,0.7890768133739465,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,1.2071286219793704,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC2,1.875647115098456,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC2,-2.368762145163699,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC4,-2.029719178898865,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
rugosity,-2.024047979812054,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.4793482948301254,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
rugosity,1.8433094196465107,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,6.07789899349682,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.3746233794185117,Amphiprion_akallopisos_Combined_iter004_model.rds,Amphiprion_akallopisos,Combined
PC1,0.04910446090345022,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC3,0.13079469229489138,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.618408237014432,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
rugosity,-0.0017936867003922015,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-2.405119855601079,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC1,-5.622968989593151,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC1,0.7390740104186844,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC2,1.4920654230000492,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC2,-4.1087751778362955,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.25756644537445994,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC3,-1.4609292659549205,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC4,3.8610513102736554,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC4,2.629957613163488,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.528436659688865,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.44777187280666403,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.0341091622341332,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.9300943198810026,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,3.3098867565760517,Amphiprion_akallopisos_Combined_iter005_model.rds,Amphiprion_akallopisos,Combined
PC3,0.13722161901682872,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.2920552156612939,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
rugosity,9.53043302628827e-4,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.8881351020618787,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC4,0.012618096717708811,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-0.5131995362008439,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.7529032935976994,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC1,-3.8584524036571697,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC2,0.4861843968965774,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC2,0.12188571831846408,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC2,-3.435308837552744,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.674677373748097,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC3,-1.1369088162740848,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.24810598419636148,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC4,0.05389752544806017,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC4,-1.8266914352788386,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.7854762297887018,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.923482407059715,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.0077438173926935635,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,4.153344829594936,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.22242629241473347,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.30591468100777347,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.4322869147578692,Amphiprion_akallopisos_Combined_iter006_model.rds,Amphiprion_akallopisos,Combined
PC2,0.18053889682973095,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC3,0.0015251645964017152,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.36195525851920757,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.7531254028427252,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
rugosity,3.48707480469352e-7,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,3.2545000203204486,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.608534406843225,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.5211922792359944,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.44048221346052524,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC2,0.14025237107181082,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.4101738457018688,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC4,6.479335129140705,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC4,0.13239267088795306,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.19422841076637803,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
rugosity,5.382750558324116,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-0.5110473681384732,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.435409661593451,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.204085656591468,Amphiprion_akallopisos_Combined_iter007_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.6136892843286952,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.8726738232635272,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.9171675262844471,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,7.498283806803426,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.0762875719804259,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC2,0.29157416910853157,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.11958537464621673,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.13681307723216907,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
rugosity,1.6263099226803606e-6,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-2.93241151950456,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC1,-4.775563031859785,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC2,-1.7758352899903793,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.10254695867968533,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC2,3.692704606611761,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC4,3.6657811442797046,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC4,3.1772673642680624,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.04819211170573164,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-0.4739251944151453,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-0.8555737553733471,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,3.493624990096945,Amphiprion_akallopisos_Combined_iter008_model.rds,Amphiprion_akallopisos,Combined
PC1,0.04148688718962272,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC2,0.07856425259283882,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.41306911749368835,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.410963707504871,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
rugosity,-1.342798586604904e-6,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-4.133564130748139,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC1,-5.78648114672754,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC1,0.39472175851052405,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC2,0.24582861067539055,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.568035517913021,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.29654633548907733,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.12240059315946873,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.9381226532569409,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC4,0.8395198152835597,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.790442653779273,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.003268265818054976,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.32013097771544835,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,2.2105260231368438,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.3902476384607577,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.9155895470878992,Amphiprion_akallopisos_Combined_iter009_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.3239826921992979,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.78737367220257,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC4,0.001772336734145441,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
rugosity,1.8085458623247705e-6,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.20533147126971757,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC1,-0.6732586629476012,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC1,-6.034520527717451,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC2,0.6553712335320835,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.2019515987237149,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC2,-2.9486035796349994,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.7662991594415716,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC3,-1.2249108088031264,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC4,0.1472175256677606,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
rugosity,0.2856750767831157,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.10354330280614163,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.6967745460099949,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.45716205252224107,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.5381130843862927,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.0786602850737985,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.5434447059509087,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.747625811559756,Amphiprion_akallopisos_Combined_iter010_model.rds,Amphiprion_akallopisos,Combined
PC3,0.19722839632798517,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.8185144310767313,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
rugosity,-7.648804009250503e-4,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,3.9214690203416,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.05357474181129242,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
rugosity,1.5518173222760149e-6,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-0.6518227460556374,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC1,-2.9323543132334047,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC2,0.6624436540432331,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.8707850400812404,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC3,-0.15955406467620303,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,3.4526571655147484,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,0.007878486162643902,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,-3.2290638088545367,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC4,1.090573655971239,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
rugosity,3.2523407405175484,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.18643805953333545,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.7280083947285043,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,0.03875970597732022,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.467639907298296,Amphiprion_akallopisos_Combined_iter011_model.rds,Amphiprion_akallopisos,Combined
PC2,0.025464767469763755,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.78417671097318975,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
rugosity,3.2077872083708547e-4,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,1.6741899462191496,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC2,0.20222630377724599,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC4,-0.08390421925101492,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
rugosity,3.3611295149174248e-6,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
biotic_suitability,-1.4581693673068696,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.392065322889464,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.5959092785639253,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC1,-1.9812314585121784,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC2,1.4324484962984247,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC2,-0.5788664535702449,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC2,-3.312660141864201,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
PC3,-4.368218983269672,Amphiprion_akallopisos_Combined_iter012_model.rds,Amphiprion_akallopisos,Combined
